chapter,paragraph,sentence,text,tokens,token_count,tokens_str
CHAPTER VIII,5,4,"Why must _she_ be scampering about the country, because her sister had a cold?","['must', 'scampering', 'country', 'sister', 'cold']",5,must scampering country sister cold
CHAPTER VIII,5,5,"Her hair so untidy, so blowzy!”","['hair', 'untidy', 'blowzy']",3,hair untidy blowzy
CHAPTER VIII,6,1,"“Yes, and her petticoat; I hope you saw her petticoat, six inches deep in mud, I am absolutely certain, and the gown which had been let down to hide it not doing its office.”","['yes', 'petticoat', 'hope', 'saw', 'petticoat', 'six', 'inch', 'deep', 'mud', 'absolutely', 'certain', 'gown', 'let', 'hide', 'office']",15,yes petticoat hope saw petticoat six inch deep mud absolutely certain gown let hide office
CHAPTER VIII,7,1,"“Your picture may be very exact, Louisa,” said Bingley; “but this was all lost upon me.","['picture', 'may', 'exact', 'louisa', 'said', 'bingley', 'lost', 'upon']",8,picture may exact louisa said bingley lost upon
CHAPTER VIII,7,2,I thought Miss Elizabeth Bennet looked remarkably well when she came into the room this morning.,"['thought', 'miss', 'elizabeth', 'bennet', 'looked', 'remarkably', 'well', 'came', 'room', 'morning']",10,thought miss elizabeth bennet looked remarkably well came room morning
CHAPTER VIII,7,3,Her dirty petticoat quite escaped my notice.”,"['dirty', 'petticoat', 'quite', 'escaped', 'notice']",5,dirty petticoat quite escaped notice
CHAPTER VIII,8,1,"“_You_ observed it, Mr. Darcy, I am sure,” said Miss Bingley; “and I am inclined to think that you would not wish to see _your sister_ make such an exhibition.”","['observed', 'darcy', 'sure', 'said', 'miss', 'bingley', 'inclined', 'think', 'would', 'wish', 'see', 'make', 'exhibition']",13,observed darcy sure said miss bingley inclined think would wish see make exhibition
CHAPTER VIII,9,1,"“To walk three miles, or four miles, or five miles, or whatever it is, above her ancles in dirt, and alone, quite alone!","['walk', 'three', 'mile', 'four', 'mile', 'five', 'mile', 'whatever', 'ancles', 'dirt', 'alone', 'quite', 'alone']",13,walk three mile four mile five mile whatever ancles dirt alone quite alone
CHAPTER VIII,9,2,what could she mean by it?,"['could', 'mean']",2,could mean
CHAPTER VIII,9,3,"It seems to me to show an abominable sort of conceited independence, a most country-town indifference to decorum.”","['seems', 'show', 'abominable', 'sort', 'conceited', 'independence', 'indifference', 'decorum']",8,seems show abominable sort conceited independence indifference decorum
CHAPTER VIII,10,1,"“It shows an affection for her sister that is very pleasing,” said Bingley.","['show', 'affection', 'sister', 'pleasing', 'said', 'bingley']",6,show affection sister pleasing said bingley
CHAPTER VIII,11,1,"“I am afraid, Mr. Darcy,” observed Miss Bingley, in a half whisper, “that this adventure has rather affected your admiration of her fine eyes.”","['afraid', 'darcy', 'observed', 'miss', 'bingley', 'half', 'whisper', 'adventure', 'rather', 'affected', 'admiration', 'fine', 'eye']",13,afraid darcy observed miss bingley half whisper adventure rather affected admiration fine eye
CHAPTER VIII,12,1,"“Not at all,” he replied: “they were brightened by the exercise.” A short pause followed this speech, and Mrs. Hurst began again,--","['replied', 'brightened', 'short', 'pause', 'followed', 'speech', 'hurst', 'began']",8,replied brightened short pause followed speech hurst began
CHAPTER VIII,13,1,"“I have an excessive regard for Jane Bennet,--she is really a very sweet girl,--and I wish with all my heart she were well settled.","['excessive', 'regard', 'jane', 'bennet', 'really', 'sweet', 'girl', 'wish', 'heart', 'well', 'settled']",11,excessive regard jane bennet really sweet girl wish heart well settled
CHAPTER VIII,13,2,"But with such a father and mother, and such low connections, I am afraid there is no chance of it.”","['father', 'mother', 'low', 'connection', 'afraid', 'chance']",6,father mother low connection afraid chance
CHAPTER VIII,14,1,“I think I have heard you say that their uncle is an attorney in Meryton?”,"['think', 'heard', 'say', 'uncle', 'attorney', 'meryton']",6,think heard say uncle attorney meryton
CHAPTER VIII,15,1,"“Yes; and they have another, who lives somewhere near Cheapside.”","['yes', 'another', 'life', 'somewhere', 'near', 'cheapside']",6,yes another life somewhere near cheapside
CHAPTER VIII,16,1,"“That is capital,” added her sister; and they both laughed heartily.","['capital', 'added', 'sister', 'laughed', 'heartily']",5,capital added sister laughed heartily
CHAPTER VIII,17,1,"“If they had uncles enough to fill _all_ Cheapside,” cried Bingley, “it would not make them one jot less agreeable.”","['uncle', 'enough', 'fill', 'cheapside', 'cried', 'bingley', 'would', 'make', 'one', 'jot', 'less', 'agreeable']",12,uncle enough fill cheapside cried bingley would make one jot less agreeable
CHAPTER VIII,18,1,"“But it must very materially lessen their chance of marrying men of any consideration in the world,” replied Darcy.","['must', 'materially', 'lessen', 'chance', 'marrying', 'men', 'consideration', 'world', 'replied', 'darcy']",10,must materially lessen chance marrying men consideration world replied darcy
CHAPTER VIII,19,1,"To this speech Bingley made no answer; but his sisters gave it their hearty assent, and indulged their mirth for some time at the expense of their dear friend’s vulgar relations.","['speech', 'bingley', 'made', 'answer', 'sister', 'gave', 'hearty', 'assent', 'indulged', 'mirth', 'time', 'expense', 'dear', 'friend', 'vulgar', 'relation']",16,speech bingley made answer sister gave hearty assent indulged mirth time expense dear friend vulgar relation
CHAPTER VIII,20,1,"With a renewal of tenderness, however, they repaired to her room on leaving the dining-parlour, and sat with her till summoned to coffee.","['renewal', 'tenderness', 'however', 'repaired', 'room', 'leaving', 'sat', 'till', 'summoned', 'coffee']",10,renewal tenderness however repaired room leaving sat till summoned coffee
CHAPTER VIII,20,2,"She was still very poorly, and Elizabeth would not quit her at all, till late in the evening, when she had the comfort of seeing her asleep, and when it appeared to her rather right than pleasant that she should go down stairs herself.","['still', 'poorly', 'elizabeth', 'would', 'quit', 'till', 'late', 'evening', 'comfort', 'seeing', 'asleep', 'appeared', 'rather', 'right', 'pleasant', 'go', 'stair']",17,still poorly elizabeth would quit till late evening comfort seeing asleep appeared rather right pleasant go stair
CHAPTER VIII,20,3,"On entering the drawing-room, she found the whole party at loo, and was immediately invited to join them; but suspecting them to be playing high, she declined it, and making her sister the excuse, said she would amuse herself, for the short time she could stay below, with a book.","['entering', 'found', 'whole', 'party', 'loo', 'immediately', 'invited', 'join', 'suspecting', 'playing', 'high', 'declined', 'making', 'sister', 'excuse', 'said', 'would', 'amuse', 'short', 'time', 'could', 'stay', 'book']",23,entering found whole party loo immediately invited join suspecting playing high declined making sister excuse said would amuse short time could stay book
CHAPTER VIII,20,4,Mr. Hurst looked at her with astonishment.,"['hurst', 'looked', 'astonishment']",3,hurst looked astonishment
CHAPTER VIII,21,1,“Do you prefer reading to cards?” said he; “that is rather singular.”,"['prefer', 'reading', 'card', 'said', 'rather', 'singular']",6,prefer reading card said rather singular
CHAPTER VIII,22,1,"“Miss Eliza Bennet,” said Miss Bingley, “despises cards.","['miss', 'eliza', 'bennet', 'said', 'miss', 'bingley', 'despises', 'card']",8,miss eliza bennet said miss bingley despises card
CHAPTER VIII,22,2,"She is a great reader, and has no pleasure in anything else.”","['great', 'reader', 'pleasure', 'anything', 'else']",5,great reader pleasure anything else
CHAPTER VIII,23,1,"“I deserve neither such praise nor such censure,” cried Elizabeth; “I am _not_ a great reader, and I have pleasure in many things.”","['deserve', 'neither', 'praise', 'censure', 'cried', 'elizabeth', 'great', 'reader', 'pleasure', 'many', 'thing']",11,deserve neither praise censure cried elizabeth great reader pleasure many thing
CHAPTER VIII,24,1,"“In nursing your sister I am sure you have pleasure,” said Bingley; “and I hope it will soon be increased by seeing her quite well.”","['nursing', 'sister', 'sure', 'pleasure', 'said', 'bingley', 'hope', 'soon', 'increased', 'seeing', 'quite', 'well']",12,nursing sister sure pleasure said bingley hope soon increased seeing quite well
CHAPTER VIII,25,1,"Elizabeth thanked him from her heart, and then walked towards a table where a few books were lying.","['elizabeth', 'thanked', 'heart', 'walked', 'towards', 'table', 'book', 'lying']",8,elizabeth thanked heart walked towards table book lying
CHAPTER VIII,25,2,He immediately offered to fetch her others; all that his library afforded.,"['immediately', 'offered', 'fetch', 'others', 'library', 'afforded']",6,immediately offered fetch others library afforded
CHAPTER VIII,26,1,"“And I wish my collection were larger for your benefit and my own credit; but I am an idle fellow; and though I have not many, I have more than I ever looked into.”","['wish', 'collection', 'larger', 'benefit', 'credit', 'idle', 'fellow', 'though', 'many', 'ever', 'looked']",11,wish collection larger benefit credit idle fellow though many ever looked
CHAPTER VIII,27,1,Elizabeth assured him that she could suit herself perfectly with those in the room.,"['elizabeth', 'assured', 'could', 'suit', 'perfectly', 'room']",6,elizabeth assured could suit perfectly room
CHAPTER VIII,28,1,"“I am astonished,” said Miss Bingley, “that my father should have left so small a collection of books.","['astonished', 'said', 'miss', 'bingley', 'father', 'left', 'small', 'collection', 'book']",9,astonished said miss bingley father left small collection book
CHAPTER VIII,28,2,"What a delightful library you have at Pemberley, Mr. Darcy!”","['delightful', 'library', 'pemberley', 'darcy']",4,delightful library pemberley darcy
CHAPTER VIII,29,1,"“It ought to be good,” he replied: “it has been the work of many generations.”","['ought', 'good', 'replied', 'work', 'many', 'generation']",6,ought good replied work many generation
CHAPTER VIII,30,1,“And then you have added so much to it yourself--you are always buying books.”,"['added', 'much', 'always', 'buying', 'book']",5,added much always buying book
CHAPTER VIII,31,1,“I cannot comprehend the neglect of a family library in such days as these.”,"['comprehend', 'neglect', 'family', 'library', 'day']",5,comprehend neglect family library day
CHAPTER VIII,32,1,“Neglect!,['neglect'],1,neglect
CHAPTER VIII,32,2,I am sure you neglect nothing that can add to the beauties of that noble place.,"['sure', 'neglect', 'nothing', 'add', 'beauty', 'noble', 'place']",7,sure neglect nothing add beauty noble place
CHAPTER VIII,32,3,"Charles, when you build _your_ house, I wish it may be half as delightful as Pemberley.”","['charles', 'build', 'house', 'wish', 'may', 'half', 'delightful', 'pemberley']",8,charles build house wish may half delightful pemberley
CHAPTER VIII,33,1,"“But I would really advise you to make your purchase in that neighbourhood, and take Pemberley for a kind of model.","['would', 'really', 'advise', 'make', 'purchase', 'neighbourhood', 'take', 'pemberley', 'kind', 'model']",10,would really advise make purchase neighbourhood take pemberley kind model
CHAPTER VIII,33,2,There is not a finer county in England than Derbyshire.”,"['finer', 'county', 'england', 'derbyshire']",4,finer county england derbyshire
